4: Kazalniki bolniškega staleža po spolu in gospodarskih dejavnostih (SKD), Slovenija, letno po spremenljivkah: Gospodarske dejavnosti po SKD, Kazalnik, Leto in Spol;;;
;;;
;;;Spol - SKUPAJ
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;8
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;9
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;9
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;10
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;10
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;10
M69 Pravne in ra?unovodske dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;9
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;8
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;8
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;9
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;8
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;9
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;8
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;8
M70 Dejavnost uprav podjetij, podjetniško in poslovno svetovanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;10
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;9
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;9
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;9
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;8
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;9
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;8
M71 Arhitekturno in tehni?no projektiranje, tehni?no preizkušanj;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;8
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;7
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;6
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;8
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;8
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;9
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;9
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;9
M72 Znanstvena raziskovalna in razvojna dejavnost;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;9
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;10
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;10
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;11
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;11
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;8
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;8
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;9
M73 Oglaševanje in raziskovanje trga;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;9
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;7
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;9
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;8
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;7
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;6
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;5
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;7
M74 Druge strokovne in tehni?ne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;7
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;11
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;12
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;9
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;8
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;11
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;7
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;12
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;10
M75 Veterinarstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;14
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;8
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;12
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;7
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;13
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;10
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;10
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;8
N77 Dajanje v najem in zakup;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;15
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;10
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;10
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;11
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;10
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;13
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;13
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;16
N78 Zaposlovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;19
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;10
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;8
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;11
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;8
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;8
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;9
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;9
N79 Dejavnost potovalnih agencij, organizatorjev potovanj in s p;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;8
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;18
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;15
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;17
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;17
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;15
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;18
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;18
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;17
N80 Varovanje in poizvedovalne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;22
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;21
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;21
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;19
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;22
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;17
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;19
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;18
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;20
N81 Dejavnost oskrbe stavb in okolice;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;21
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;16
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;14
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;18
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;17
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;15
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;15
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;15
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;18
N82 Pisarniške in spremljajo?e poslovne storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;21
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;17
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;15
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;31
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;25
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;22
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;23
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;23
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;24
O84* Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti*;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;26
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;13
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;13
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;14
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;14
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;13
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;14
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;14
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;15
P85 Izobraževanje;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;16
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;17
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;17
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;17
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;18
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;17
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;18
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;18
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;18
Q86 Zdravstvo;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;20
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;21
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;22
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;23
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;24
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;22
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;24
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;24
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;26
Q87 Socialno varstvo z nastanitvijo;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;30
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;17
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;17
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;18
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;19
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;17
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;18
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;19
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;20
Q88 Socialno varstvo brez nastanitve;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;22
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;8
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;8
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;9
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;11
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;8
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;8
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;10
R90 Kulturne in razvedrilne dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;10
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;12
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;13
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;13
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;15
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;12
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;14
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;13
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;17
R91 Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejav.;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;15
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;17
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;18
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;17
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;16
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;14
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;15
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;14
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;16
R92 Prirejanje iger na sre?o;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;16
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;9
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;10
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;12
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;8
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;11
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;11
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;9
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;9
R93 Športne in druge dejavnosti za prosti ?as;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;11
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;8
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;9
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;9
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;9
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;9
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;10
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;9
S94 Dejavnost ?lanskih organizacij;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;10
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;11
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;9
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;10
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;9
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;7
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;6
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;8
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;10
S95 Popravila ra?unalnikov in izdelkov za široko rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;10
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;12
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;12
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;13
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;13
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;11
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;12
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;11
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;12
S96 Druge storitvene dejavnosti;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;12
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;-
T97 Dejavnost gospodinjstev z zaposlenim hišnim osebjem;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;-
T98 Raznovrstna proizvodnja gospodinjstev za lastno rabo;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2010;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2011;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2012;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2013;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2014;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2015;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2016;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2017;-
U99 Dejavnost eksteritorialnih organizacij in teles;Izgubljeni koledarski dnevi na zaposlenega (IO);2018;-
00 Ostalo (ve?inoma zaposleni v tujini pri tujem delodajalcu);Izgubljeni koledarski dnevi na zaposlenega (IO);2010;-
